Alt Kategori,description,mpn,quantity,link
Transformers,Audio Transformers / Signal Transformers FA2469 Flyback For STMicro STLC3075,FA2469-ALD,8,https://www.mouser.com.tr/ProductDetail/Coilcraft/FA2469-ALD?qs=ZYnrCdKdyefDBaMZMSYiwA%3D%3D&srsltid=AfmBOoq8Xp0UcNQh1KpLcJQkkc6SJMFuvFuCkPvYBmInbs7SHYkxCvI3
Transformers,Audio Transformers / Signal Transformers FA2469 Flyback For STMicro STLC3075,FA2469-ALB,5,https://www.mouser.com.tr/ProductDetail/Coilcraft/FA2469-ALB?qs=ZYnrCdKdyeffZz6TjYV42g%3D%3D&srsltid=AfmBOooLkuqKnJwCoOg7G2NzFmN3_nG6jDjHClhp7DRvLFe5d1P90r89
